0,1.9095959771392939
5,1.6590374119422766
10,1.625240772866179
15,1.6002298352476265
20,1.5800604126420996
25,1.5649853134089593
30,1.5530440093659346
35,1.543929918929551
40,1.5391195721577473
45,1.5367449852186956
50,1.5345742118129992
55,1.5329364972703572
60,1.5322057245044332
65,1.5320347422711746
70,1.5304851905001766
75,1.5296329682269287
80,1.5287355865369756
85,1.5295290795775516
90,1.528092827167667
95,1.5278083904818693
100,1.527973682955571
105,1.527973682955571
110,1.527973682955571
115,1.527973682955571
120,1.527973682955571
125,1.527973682955571
130,1.527973682955571
135,1.527973682955571
140,1.5279650430037206
145,1.5279650430037206
150,1.5279650430037206
155,1.5279650430037206
160,1.5279650430037206
165,1.5279650430037206
170,1.5279650430037206
175,1.527509620081256
180,1.527509620081256
185,1.527509620081256
190,1.527509620081256
195,1.5272128570928187
200,1.5269437265710386
205,1.5269437265710386
210,1.5269437265710386
215,1.5264795660932817
220,1.5264795660932817
225,1.5264795660932817
230,1.5264795660932817
235,1.5264795660932817
240,1.5264795660932817
245,1.5264795660932817
250,1.5264795660932817
